customer_city,customer_state,merge_id,seller_city,seller_state,product_category_name,product_weight_g,product_height_cm,product_width_cm
fortaleza,CE,2252,palhoca,SC,moveis_escritorio,30000.0,66.0,63.0
rio de janeiro,RJ,2253,guarulhos,SP,automotivo,1775.0,28.0,31.0
blumenau,SC,2254,curitiba,PR,utilidades_domesticas,850.0,31.0,34.0
lauro de freitas,BA,2255,sao jose dos campos,SP,esporte_lazer,900.0,25.0,25.0
anapolis,GO,2256,sao carlos,SP,utilidades_domesticas,267.0,11.0,19.0
seropedica,RJ,2257,santos,SP,esporte_lazer,250.0,14.0,15.0
contagem,MG,2258,vendas@creditparts.com.br,PR,casa_construcao,400.0,30.0,30.0
sao paulo,SP,2259,armacao dos buzios,RJ,construcao_ferramentas_construcao,233.0,9.0,14.0
indaiatuba,SP,2260,sao paulo,SP,cool_stuff,900.0,13.0,30.0
jundiai,SP,2261,sao paulo,SP,moveis_decoracao,850.0,5.0,11.0
indaial,SC,2262,mateus leme,MG,pet_shop,150.0,6.0,19.0
santa maria,RS,2263,sao paulop,SP,perfumaria,300.0,8.0,20.0
niteroi,RJ,2264,maringa,PR,cool_stuff,4500.0,30.0,30.0
sao paulo,SP,2265,sao paulo,SP,cama_mesa_banho,500.0,10.0,15.0
sao paulo,SP,2266,taboao da serra,SP,bebes,600.0,13.0,13.0
sao paulo,SP,2267,ibitinga,SP,malas_acessorios,500.0,5.0,40.0
guarulhos,SP,2268,guaruja,SP,relogios_presentes,150.0,2.0,11.0
teofilo otoni,MG,2269,juiz de fora,MG,informatica_acessorios,217.0,14.0,14.0
sao paulo,SP,2270,sao paulo,SP,cama_mesa_banho,4600.0,19.0,50.0
salvador,BA,2271,goiania,GO,beleza_saude,450.0,9.0,17.0
porto alegre,RS,2272,santo andre,SP,moveis_decoracao,900.0,2.0,30.0
sao goncalo,RJ,2273,campo limpo paulista,SP,automotivo,500.0,5.0,11.0
conselheiro lafaiete,MG,2274,socorro,SP,pet_shop,200.0,7.0,14.0
sao paulo,SP,2275,sao paulo,SP,market_place,950.0,17.0,24.0
anapolis,GO,2276,francisco beltrao,PR,papelaria,1500.0,50.0,20.0
rio de janeiro,RJ,2277,campinas,SP,informatica_acessorios,138.0,13.0,13.0
caxias do sul,RS,2278,valinhos,SP,esporte_lazer,300.0,7.0,11.0
tambau,SP,2279,sao paulo,SP,,800.0,10.0,16.0
santa maria,RS,2280,serra,ES,utilidades_domesticas,9950.0,61.0,31.0
salvador,BA,2281,bocaiuva do sul,PR,malas_acessorios,100.0,3.0,13.0
santa terezinha,SC,2282,sao paulo,SP,beleza_saude,200.0,9.0,12.0
planaltina,GO,2283,sao paulo,SP,cama_mesa_banho,200.0,3.0,23.0
caravelas,BA,2284,bauru,SP,beleza_saude,200.0,10.0,15.0
muritiba,BA,2285,belo horizonte,MG,eletronicos,3250.0,10.0,25.0
blumenau,SC,2286,americana,SP,automotivo,1100.0,13.0,30.0
ouro preto,MG,2287,ilheus,BA,sinalizacao_e_seguranca,200.0,12.0,12.0
itatiba,SP,2288,jaguaruna,SC,cool_stuff,1700.0,25.0,15.0
rio grande,RS,2289,jaguariuna,SP,casa_conforto,1500.0,15.0,35.0
teixeira de freitas,BA,2290,barueri,SP,utilidades_domesticas,950.0,40.0,16.0
osasco,SP,2291,sao jose do rio preto,SP,moveis_decoracao,450.0,29.0,25.0
vinhedo,SP,2292,montenegro,RS,beleza_saude,683.0,17.0,24.0
juiz de fora,MG,2293,ibitinga,SP,cama_mesa_banho,3550.0,15.0,35.0
criciuma,SC,2294,campinas,SP,moveis_decoracao,3450.0,15.0,25.0
ubatuba,SP,2295,sao paulo,SP,esporte_lazer,3650.0,15.0,15.0
recife,PE,2296,sao goncalo,RJ,moveis_decoracao,600.0,25.0,11.0
porto alegre,RS,2297,sao paulo,SP,cama_mesa_banho,7950.0,18.0,38.0
piumhii,MG,2298,joinville,SC,cool_stuff,1400.0,25.0,15.0
ferraz de vasconcelos,SP,2299,contagem,MG,instrumentos_musicais,550.0,10.0,20.0
belo horizonte,MG,2300,sao paulo,SP,esporte_lazer,1400.0,12.0,11.0
rio de janeiro,RJ,2301,rio claro,SP,automotivo,150.0,20.0,25.0
farroupilha,RS,2302,sao paulo,SP,artigos_de_natal,250.0,12.0,11.0
sao bernardo do campo,SP,2303,sao paulo,SP,moveis_sala,3350.0,13.0,33.0
brasilia,DF,2304,itaquaquecetuba,SP,moveis_decoracao,383.0,22.0,21.0
rio de janeiro,RJ,2305,sao paulo,SP,utilidades_domesticas,550.0,20.0,20.0
sao bento do sul,SC,2306,bauru,SP,cama_mesa_banho,3025.0,14.0,38.0
taboao da serra,SP,2307,imbe,RS,informatica_acessorios,275.0,10.0,13.0
pitanga,PR,2308,barueri,SP,perfumaria,127.0,16.0,12.0
capelinha,MG,2309,sao paulo,SP,relogios_presentes,450.0,13.0,13.0
ipero,SP,2310,osasco,SP,beleza_saude,1036.0,19.0,14.0
taboao da serra,SP,2311,sao paulo,SP,automotivo,550.0,10.0,15.0
tarabai,SP,2312,pinhais,PR,ferramentas_jardim,500.0,3.0,11.0
gravatai,RS,2313,santo andre,SP,papelaria,200.0,12.0,15.0
guarulhos,SP,2314,sao paulo,SP,papelaria,1900.0,12.0,36.0
aparecida do taboado,MS,2315,campo largo,PR,brinquedos,21600.0,50.0,50.0
praia grande,SP,2316,ribeirao preto,SP,telefonia,200.0,4.0,12.0
santo andre,SP,2317,caxias do sul,RS,informatica_acessorios,250.0,4.0,14.0
rio de janeiro,RJ,2318,soledade,RS,moveis_decoracao,300.0,30.0,20.0
juazeiro,BA,2319,belo horizonte,MG,beleza_saude,200.0,6.0,15.0
sao paulo,SP,2320,cajamar,SP,beleza_saude,150.0,8.0,13.0
maioba,MA,2321,brasilia,DF,relogios_presentes,250.0,14.0,18.0
vinhedo,SP,2322,sao paulo,SP,cama_mesa_banho,1250.0,10.0,16.0
praia grande,SP,2323,itajai,SC,relogios_presentes,800.0,12.0,15.0
itajuba,MG,2324,araraquara,SP,bebes,8200.0,32.0,35.0
rio de janeiro,RJ,2325,sete lagoas,MG,moveis_decoracao,1600.0,27.0,39.0
carapicuiba,SP,2326,juiz de fora,MG,cama_mesa_banho,5550.0,15.0,30.0
mangaratiba,RJ,2327,rio negrinho,SC,artes,1350.0,10.0,11.0
sao paulo,SP,2328,sao paulo,SP,cama_mesa_banho,17100.0,38.0,48.0
boituva,SP,2329,osasco,SP,esporte_lazer,750.0,30.0,30.0
teofilo otoni,MG,2330,mogi guacu,SP,eletronicos,113.0,10.0,12.0
macapa,AP,2331,clementina,SP,utilidades_domesticas,750.0,7.0,22.0
sao paulo,SP,2332,sao paulo,SP,cama_mesa_banho,5850.0,21.0,37.0
cuiaba,MT,2333,sao paulo,SP,esporte_lazer,525.0,12.0,12.0
campinas,SP,2334,sao jose do rio preto,SP,utilidades_domesticas,1900.0,30.0,30.0
patrocinio,MG,2335,brasilia,DF,utilidades_domesticas,450.0,26.0,11.0
monnerat,RJ,2336,sao paulo,SP,informatica_acessorios,350.0,15.0,18.0
campo grande,MS,2337,sao paulo,SP,alimentos_bebidas,1200.0,23.0,13.0
sao paulo,SP,2338,santo andre,SP,moveis_decoracao,523.0,25.0,20.0
carapicuiba,SP,2339,sorocaba,SP,market_place,175.0,10.0,19.0
porto alegre,RS,2340,santa barbara d´oeste,SP,moveis_decoracao,1000.0,10.0,22.0
limeira,SP,2341,duque de caxias,RJ,pet_shop,400.0,20.0,20.0
sao paulo,SP,2342,barretos,SP,informatica_acessorios,150.0,5.0,13.0
uberlandia,MG,2343,londrina,PR,moveis_escritorio,17950.0,30.0,56.0
sao jose do rio pardo,SP,2344,francisco morato,SP,moveis_escritorio,6975.0,51.0,17.0
sao paulo,SP,2345,campo limpo paulista,SP,telefonia,350.0,4.0,12.0
rio de janeiro,RJ,2346,piracicaba,SP,fashion_bolsas_e_acessorios,200.0,2.0,11.0
vitoria,ES,2347,rio grande,RS,moveis_escritorio,6800.0,55.0,16.0
sao paulo,SP,2348,blumenau,SC,informatica_acessorios,400.0,9.0,16.0
rio de janeiro,RJ,2349,novo hamburgo,RS,utilidades_domesticas,500.0,8.0,13.0
rio de janeiro,RJ,2350,sao paulo,SP,industria_comercio_e_negocios,4050.0,20.0,30.0
niteroi,RJ,2351,maringa,PR,instrumentos_musicais,300.0,5.0,20.0
sao paulo,SP,2352,xaxim,SC,bebes,7100.0,24.0,42.0
sao lourenco do sul,RS,2353,campinas,SP,papelaria,100.0,5.0,16.0
araras,SP,2354,boituva,SP,utilidades_domesticas,12800.0,104.0,35.0
piracicaba,SP,2355,rio de janeiro,RJ,cama_mesa_banho,1000.0,10.0,15.0
belo horizonte,MG,2356,sao paulo,SP,cama_mesa_banho,3450.0,10.0,35.0
biguacu,SC,2357,maringa,PR,cama_mesa_banho,1100.0,2.0,35.0
sao paulo,SP,2358,ribeirao preto,SP,relogios_presentes,15267.0,10.0,13.0
fortaleza,CE,2359,curitiba,PR,moveis_decoracao,2500.0,10.0,30.0
belo horizonte,MG,2360,goiania,GO,moveis_decoracao,1600.0,8.0,11.0
venda nova do imigrante,ES,2361,rio do sul,SC,cama_mesa_banho,1200.0,25.0,35.0
sao paulo,SP,2362,sao paulo,SP,cama_mesa_banho,200.0,2.0,15.0
santos,SP,2363,sao paulo,SP,portateis_casa_forno_e_cafe,1925.0,43.0,46.0
sao paulo,SP,2364,curitiba,PR,telefonia,300.0,4.0,12.0
sao paulo,SP,2365,maua,SP,relogios_presentes,500.0,11.0,12.0
arapoti,PR,2366,manaus,AM,brinquedos,400.0,25.0,11.0
sao paulo,SP,2367,sao paulo,SP,bebes,7700.0,71.0,43.0
fazenda rio grande,PR,2368,sao paulo,SP,moveis_decoracao,1300.0,3.0,45.0
cotia,SP,2369,sao paulo,SP,cama_mesa_banho,550.0,3.0,19.0
sao paulo,SP,2370,bady bassitt,SP,cool_stuff,300.0,10.0,20.0
senges,PR,2371,niteroi,RJ,,5100.0,20.0,30.0
brasilia,DF,2372,sao paulo,SP,informatica_acessorios,700.0,25.0,25.0
rio das ostras,RJ,2373,rio de janeiro,RJ,brinquedos,1000.0,21.0,27.0
blumenau,SC,2374,terra boa,PR,utilidades_domesticas,750.0,15.0,35.0
iracemapolis,SP,2375,sao paulo,SP,esporte_lazer,1110.0,25.0,23.0
salvador,BA,2376,porto ferreira,SP,beleza_saude,200.0,4.0,16.0
araguari,MG,2377,botucatu,SP,construcao_ferramentas_seguranca,350.0,16.0,16.0
ipatinga,MG,2378,sao jose do rio preto,SP,instrumentos_musicais,2750.0,12.0,17.0
aracruz,ES,2379,cuiaba,MT,moveis_decoracao,1100.0,6.0,20.0
jundiai,SP,2380,minas gerais,MG,beleza_saude,450.0,15.0,15.0
rio de janeiro,RJ,2381,sao paulo,SP,brinquedos,1050.0,25.0,36.0
vitoria,ES,2382,sao roque,SP,instrumentos_musicais,8200.0,15.0,60.0
chapeco,SC,2383,itapevi,SP,malas_acessorios,1750.0,52.0,19.0
canela,RS,2384,taboao da serra,SP,audio,250.0,5.0,11.0
porto franco,MA,2385,blumenau,SC,cama_mesa_banho,1050.0,11.0,11.0
lencois paulista,SP,2386,sao bernardo do campo,SP,beleza_saude,400.0,10.0,20.0
campinas,SP,2387,serra,ES,ferramentas_jardim,500.0,15.0,15.0
salvador,BA,2388,sao paulo,SP,moveis_decoracao,650.0,40.0,25.0
caete,MG,2389,maringa,PR,cama_mesa_banho,2900.0,8.0,38.0
vitoria,ES,2390,indaiatuba,SP,esporte_lazer,3100.0,3.0,19.0
brasilia,DF,2391,sao paulo,SP,cama_mesa_banho,1300.0,19.0,45.0
jaragua do sul,SC,2392,umuarama,PR,moveis_escritorio,9350.0,52.0,17.0
veranopolis,RS,2393,pedreira,SP,eletrodomesticos_2,3585.0,6.0,19.0
vicosa,MG,2394,sao paulo,SP,,300.0,2.0,11.0
belo horizonte,MG,2395,artur nogueira,SP,esporte_lazer,200.0,10.0,15.0
salvador,BA,2396,avare,SP,livros_interesse_geral,625.0,13.0,14.0
sao paulo,SP,2397,garca,SP,automotivo,2450.0,30.0,30.0
cabo frio,RJ,2398,ibirite,MG,esporte_lazer,550.0,14.0,23.0
candiota,RS,2399,campo largo,PR,brinquedos,500.0,20.0,20.0
sorocaba,SP,2400,sao paulo,SP,relogios_presentes,200.0,2.0,11.0
rio de janeiro,RJ,2401,franca,SP,fashion_bolsas_e_acessorios,400.0,20.0,20.0
aracaju,SE,2402,belo horizonte,MG,esporte_lazer,680.0,17.0,15.0
sao paulo,SP,2403,colombo,PR,eletrodomesticos,14350.0,46.0,35.0
indaiatuba,SP,2404,guaira,SP,telefonia,253.0,16.0,21.0
carmo do paranaiba,MG,2405,ibitinga,SP,moveis_escritorio,15817.0,48.0,30.0
sao goncalo,RJ,2406,sao paulo,SP,artigos_de_natal,1000.0,30.0,35.0
belo horizonte,MG,2407,indaiatuba,SP,informatica_acessorios,800.0,12.0,11.0
rio de janeiro,RJ,2408,curitiba,PR,utilidades_domesticas,1100.0,12.0,15.0
jandira,SP,2409,sao paulo,SP,fashion_bolsas_e_acessorios,150.0,9.0,14.0
itacare,BA,2410,cotia,SP,cama_mesa_banho,1300.0,5.0,34.0
uberlandia,MG,2411,betim,MG,telefonia,8100.0,25.0,25.0
sao paulo,SP,2412,blumenau,SC,beleza_saude,600.0,2.0,11.0
porto feliz,SP,2413,sao paulo,SP,moveis_decoracao,2600.0,3.0,70.0
brasilia,DF,2414,juiz de fora,MG,utilidades_domesticas,1125.0,15.0,23.0
sao paulo,SP,2415,sao paulo,SP,cama_mesa_banho,1600.0,16.0,39.0
desembargador otoni,MG,2416,franca,SP,perfumaria,300.0,10.0,11.0
cajamar,SP,2417,sao paulo,SP,esporte_lazer,30000.0,65.0,20.0
campos dos goytacazes,RJ,2418,santa terezinha de itaipu,PR,instrumentos_musicais,1050.0,20.0,40.0
sao paulo,SP,2419,rio de janeiro,RJ,cool_stuff,900.0,28.0,20.0
pelotas,RS,2420,santa maria da serra,SP,ferramentas_jardim,3500.0,19.0,35.0
rio de janeiro,RJ,2421,auriflama,SP,cool_stuff,700.0,29.0,22.0
rio de janeiro,RJ,2422,sao bernardo do campo,SP,beleza_saude,500.0,14.0,23.0
sao paulo,SP,2423,belo horizonte,MG,ferramentas_jardim,250.0,20.0,20.0
presidente epitacio,SP,2424,birigui,SP,telefonia,250.0,4.0,12.0
sao paulo,SP,2425,petropolis,RJ,perfumaria,300.0,8.0,12.0
sao bernardo do campo,SP,2426,tubarao,SC,esporte_lazer,600.0,11.0,11.0
curitiba,PR,2427,campo grande,MS,bebes,1850.0,10.0,40.0
rio de janeiro,RJ,2428,dois corregos,SP,brinquedos,800.0,18.0,17.0
rio de janeiro,RJ,2429,santa maria,RS,cama_mesa_banho,6650.0,40.0,50.0
taubate,SP,2430,sao paulo,SP,informatica_acessorios,500.0,9.0,16.0
sao paulo,SP,2431,condor,RS,beleza_saude,2300.0,10.0,16.0
rio de janeiro,RJ,2432,piracicaba,SP,telefonia,100.0,11.0,11.0
sao paulo,SP,2433,itatiba,SP,brinquedos,1200.0,6.0,25.0
sao paulo,SP,2434,ibitinga,SP,automotivo,300.0,11.0,11.0
guarulhos,SP,2435,santana de parnaiba,SP,consoles_games,50.0,39.0,11.0
joanopolis,SP,2436,curitiba,PR,cama_mesa_banho,2050.0,10.0,40.0
registro,SP,2437,uberlandia,MG,bebes,50.0,5.0,15.0
ipiranga do norte,MT,2438,goiania,GO,automotivo,250.0,18.0,18.0
rio de janeiro,RJ,2439,santa terezinha de itaipu,PR,moveis_decoracao,1050.0,13.0,47.0
felipe guerra,RN,2440,brasilia,DF,cama_mesa_banho,300.0,3.0,21.0
divinopolis,MG,2441,patos de minas,MG,livros_importados,300.0,14.0,16.0
araraquara,SP,2442,sao jose do rio preto,SP,automotivo,250.0,6.0,15.0
sao paulo,SP,2443,rio de janeiro,RJ,cama_mesa_banho,1600.0,25.0,35.0
ferraz de vasconcelos,SP,2444,ibia,MG,consoles_games,610.0,12.0,18.0
guarulhos,SP,2445,birigui,SP,automotivo,200.0,16.0,16.0
dumont,SP,2446,curitiba,PR,fashion_roupa_masculina,900.0,10.0,40.0
itapetininga,SP,2447,guarulhos,SP,perfumaria,450.0,16.0,16.0
macae,RJ,2448,cascavel,PR,informatica_acessorios,700.0,6.0,32.0
bom despacho,MG,2449,valinhos,SP,construcao_ferramentas_jardim,850.0,16.0,16.0
sao bernardo do campo,SP,2450,ribeirao preto,SP,brinquedos,6050.0,25.0,55.0
belem,PA,2451,sao paulo,SP,telefonia,300.0,2.0,11.0
aracatuba,SP,2452,sao paulo,SP,cama_mesa_banho,8750.0,35.0,45.0
lagoa santa,MG,2453,guanambi,BA,beleza_saude,575.0,13.0,16.0
estacao,RS,2454,caucaia,CE,brinquedos,318.0,23.0,18.0
salvador,BA,2455,blumenau,SP,esporte_lazer,600.0,30.0,12.0
sao paulo,SP,2456,maringa,PR,moveis_decoracao,5300.0,23.0,35.0
panorama,SP,2457,treze tilias,SC,esporte_lazer,275.0,15.0,19.0
sao jose dos campos,SP,2458,cordilheira alta,SC,automotivo,600.0,2.0,11.0
porto feliz,SP,2459,carmo da mata,MG,ferramentas_jardim,1100.0,5.0,11.0
valenca,BA,2460,navegantes,SC,cama_mesa_banho,1150.0,10.0,38.0
marilia,SP,2461,canoas,RS,utilidades_domesticas,2133.0,25.0,25.0
bage,RS,2462,ouro preto,MG,esporte_lazer,200.0,16.0,16.0
sao paulo,SP,2463,ibitinga,SP,cama_mesa_banho,1150.0,8.0,27.0
palmares,PE,2464,pedro leopoldo,MG,utilidades_domesticas,350.0,11.0,11.0
porto alegre,RS,2465,maringa,PR,moveis_decoracao,600.0,15.0,15.0
itapevi,SP,2466,sao paulo,SP,utilidades_domesticas,2700.0,10.0,50.0
sao paulo,SP,2467,sao paulo,SP,perfumaria,1000.0,15.0,15.0
barbacena,MG,2468,sao paulo,SP,moveis_decoracao,1100.0,31.0,30.0
prata,MG,2469,santa rosa de viterbo,SP,casa_conforto,200.0,15.0,35.0
rio das ostras,RJ,2470,blumenau,SC,utilidades_domesticas,850.0,10.0,11.0
sao paulo,SP,2471,sao paulo,SP,relogios_presentes,700.0,15.0,19.0
sao paulo,SP,2472,xanxere,SC,beleza_saude,413.0,11.0,13.0
santa adelia,SP,2473,porto alegre,RS,utilidades_domesticas,800.0,22.0,28.0
rio de janeiro,RJ,2474,divinopolis,MG,utilidades_domesticas,12150.0,20.0,33.0
serra,ES,2475,sao paulo,SP,utilidades_domesticas,5950.0,30.0,30.0
rio de janeiro,RJ,2476,guarulhos,SP,construcao_ferramentas_construcao,1900.0,30.0,25.0
francisco beltrao,PR,2477,curitiba,PR,beleza_saude,1600.0,8.0,20.0
sao paulo,SP,2478,alvares machado,SP,automotivo,3550.0,11.0,32.0
ubatuba,SP,2479,rio de janeiro,RJ,telefonia,200.0,6.0,13.0
brasilia,DF,2480,belo horizonte,MG,bebes,200.0,16.0,16.0
palmeira dos indios,AL,2481,sorocaba,SP,papelaria,650.0,4.0,11.0
iguaba grande,RJ,2482,palhoca,SC,cama_mesa_banho,500.0,10.0,15.0
cotia,SP,2483,colombo,PR,brinquedos,250.0,11.0,22.0
campo grande,MS,2484,scao jose do rio pardo,SP,pet_shop,250.0,9.0,27.0
betim,MG,2485,maringa,PR,perfumaria,543.0,13.0,18.0
belford roxo,RJ,2486,santo andre,SP,esporte_lazer,2152.0,24.0,21.0
itaberaba,BA,2487,sao bernardo do campo,SP,moveis_decoracao,1700.0,7.0,23.0
campo grande,MS,2488,assis,SP,cama_mesa_banho,625.0,15.0,50.0
itaquaquecetuba,SP,2489,praia grande,SP,moveis_decoracao,3500.0,14.0,35.0
cascavel,PR,2490,rio de janeiro,RJ,brinquedos,400.0,13.0,22.0
sarzedo,MG,2491,pradopolis,SP,bebes,5900.0,40.0,73.0
sao paulo,SP,2492,sao paulo,SP,utilidades_domesticas,200.0,17.0,19.0
dourado,SP,2493,ribeirao preto,SP,utilidades_domesticas,2980.0,17.0,19.0
sao paulo,SP,2494,belo horizonte,MG,relogios_presentes,200.0,11.0,11.0
alcinopolis,MS,2495,curitiba,PR,esporte_lazer,274.0,12.0,15.0
jundiai,SP,2496,jundiai,SP,utilidades_domesticas,27300.0,23.0,51.0
sao paulo,SP,2497,sao paulo,SP,papelaria,550.0,10.0,15.0
braganca paulista,SP,2498,sao paulo,SP,moveis_decoracao,300.0,2.0,32.0
vitoria,ES,2499,sao paulo,SP,,100.0,6.0,11.0
sao paulo,SP,2500,belo horizonte,MG,ferramentas_jardim,2300.0,2.0,41.0
limeira,SP,2501,santa rosa,RS,alimentos_bebidas,450.0,13.0,13.0
salvador,BA,2502,curitibanos,SC,relogios_presentes,400.0,10.0,25.0
limoeiro do norte,CE,2503,laranjal paulista,SP,fashion_bolsas_e_acessorios,100.0,6.0,20.0
rio de janeiro,RJ,2504,ribeirao preto,SP,eletrodomesticos,350.0,13.0,17.0
jundiai,SP,2505,ribeirao preto,SP,utilidades_domesticas,2725.0,17.0,37.0
guarapari,ES,2506,ibitinga,SP,construcao_ferramentas_construcao,350.0,11.0,11.0
ibiraci,MG,2507,sao paulo,SP,relogios_presentes,300.0,2.0,11.0
sao paulo,SP,2508,sorocaba,SP,relogios_presentes,300.0,2.0,11.0
juiz de fora,MG,2509,juiz de fora,MG,brinquedos,5800.0,16.0,16.0
sao paulo,SP,2510,curitiba,SP,bebes,350.0,11.0,11.0
sao luis,MA,2511,sao paulo,SP,telefonia,100.0,3.0,11.0
diadema,SP,2512,guarulhos,SP,consoles_games,200.0,2.0,11.0
nova iguacu,RJ,2513,guarulhos,SP,cama_mesa_banho,200.0,3.0,23.0
esteio,RS,2514,paulinia,SP,pet_shop,200.0,7.0,14.0
sao mateus,ES,2515,sao jose do rio preto,SP,utilidades_domesticas,19550.0,79.0,41.0
manhuacu,MG,2516,rio de janeiro,RJ,pet_shop,850.0,20.0,24.0
sao goncalo,RJ,2517,ribeirao preto,SP,eletronicos,200.0,10.0,20.0
varginha,MG,2518,rio de janeiro,RJ,beleza_saude,599.0,10.0,14.0
sao paulo,SP,2519,guarulhos,SP,telefonia,300.0,4.0,12.0
ilhabela,SP,2520,araguari,MG,brinquedos,1100.0,45.0,11.0
birigui,SP,2521,ribeirao das neves,MG,cool_stuff,450.0,9.0,30.0
resende,RJ,2522,sao caetano do sul,SP,cama_mesa_banho,2250.0,30.0,30.0
sao paulo,SP,2523,novo hamburgo,RS,moveis_decoracao,650.0,35.0,20.0
icara,SC,2524,sao paulo,SP,utilidades_domesticas,2050.0,25.0,25.0
guarapuava,PR,2525,sorocaba,SP,cool_stuff,300.0,12.0,12.0
paiva,MG,2526,pocos de caldas,MG,utilidades_domesticas,2700.0,15.0,25.0
joao pessoa,PB,2527,sorocaba,SP,utilidades_domesticas,1625.0,26.0,26.0
sao paulo,SP,2528,curitiba,PR,brinquedos,124.0,16.0,17.0
rio de janeiro,RJ,2529,sao paulo,SP,telefonia,60.0,2.0,11.0
batatais,SP,2530,jaci,SP,automotivo,5400.0,4.0,47.0
olinda,PE,2531,uberlandia,MG,fashion_underwear_e_moda_praia,700.0,10.0,15.0
sao paulo,SP,2532,contagem,MG,pet_shop,88.0,7.0,14.0
formoso do araguaia,TO,2533,porto alegre,RS,eletrodomesticos_2,8850.0,33.0,35.0
cosmopolis,SP,2534,rio de janeiro,RJ,esporte_lazer,400.0,7.0,11.0
feira de santana,BA,2535,sao paulo,SP,consoles_games,200.0,2.0,11.0
maringa,PR,2536,sp,SP,construcao_ferramentas_seguranca,246.0,15.0,19.0
rio de janeiro,RJ,2537,sao paulo,SP,beleza_saude,30000.0,75.0,61.0
cuiaba,MT,2538,cachoeiro de itapemirim,ES,automotivo,700.0,20.0,20.0
anapolis,GO,2539,bauru,SP,utilidades_domesticas,14350.0,15.0,45.0
itapaci,GO,2540,medianeira,PR,pet_shop,12450.0,36.0,30.0
sao paulo,SP,2541,paulo lopes,SC,esporte_lazer,150.0,10.0,15.0
guarulhos,SP,2542,sao paulo,SP,cama_mesa_banho,1225.0,14.0,29.0
curitiba,PR,2543,sao paulo,SP,telefonia,250.0,4.0,12.0
fernandopolis,SP,2544,flores da cunha,RS,esporte_lazer,250.0,5.0,13.0
sao goncalo,RJ,2545,sao joao de meriti,RJ,cama_mesa_banho,900.0,8.0,37.0
sao bernardo do campo,SP,2546,massaranduba,SC,moveis_decoracao,1550.0,11.0,11.0
guarulhos,SP,2547,guaruja,SP,papelaria,5900.0,55.0,37.0
sao paulo,SP,2548,sao paulo,SP,cama_mesa_banho,1300.0,14.0,30.0
pelotas,RS,2549,sao paulo,SP,beleza_saude,700.0,11.0,16.0
miguel pereira,RJ,2550,fortaleza,CE,ferramentas_jardim,1000.0,13.0,18.0
sao paulo,SP,2551,sao paulo,SP,cama_mesa_banho,400.0,10.0,16.0
bebedouro,SP,2552,capivari,SP,relogios_presentes,200.0,2.0,11.0
belem,PA,2553,cornelio procopio,PR,perfumaria,200.0,12.0,16.0
sao paulo,SP,2554,sao jose dos campos,SP,automotivo,2600.0,18.0,23.0
vargem grande paulista,SP,2555,caxias do sul,RS,consoles_games,150.0,2.0,14.0
sorocaba,SP,2556,sao paulo,SP,fashion_bolsas_e_acessorios,150.0,9.0,17.0
londrina,PR,2557,contagem,MG,cama_mesa_banho,10050.0,30.0,40.0
brasilia,DF,2558,caxias do sul,RS,moveis_decoracao,1300.0,27.0,17.0
mantena,MG,2559,sao paulo,SP,esporte_lazer,1050.0,30.0,25.0
taboao da serra,SP,2560,maringa,PR,bebes,700.0,15.0,25.0
tocos,RJ,2561,sao paulo,SP,utilidades_domesticas,300.0,4.0,12.0
campos do jordao,SP,2562,campinas,SP,cool_stuff,300.0,6.0,13.0
cruzeiro,SP,2563,limeira,SP,moveis_escritorio,12675.0,49.0,40.0
sao paulo,SP,2564,sao paulo,SP,perfumaria,750.0,15.0,15.0
santa cruz do rio pardo,SP,2565,jacarei,SP,bebes,100.0,6.0,15.0
catalao,GO,2566,ferraz de vasconcelos,SP,construcao_ferramentas_construcao,300.0,16.0,16.0
botelhos,MG,2567,campinas,SP,fashion_bolsas_e_acessorios,100.0,3.0,12.0
londrina,PR,2568,ribeirao preto,SP,moveis_escritorio,16167.0,62.0,25.0
rio de janeiro,RJ,2569,sao paulo,SP,utilidades_domesticas,1500.0,10.0,25.0
jundiai,SP,2570,blumenau,SC,relogios_presentes,450.0,12.0,13.0
sao paulo,SP,2571,sao paulo,SP,utilidades_domesticas,400.0,30.0,16.0
franco da rocha,SP,2572,belo horizonte,MG,esporte_lazer,250.0,16.0,16.0
balneario camboriu,SC,2573,pirituba,SP,beleza_saude,1550.0,23.0,23.0
rio de janeiro,RJ,2574,sao paulo,SP,telefonia_fixa,2150.0,21.0,21.0
porto alegre,RS,2575,sao paulo,SP,beleza_saude,900.0,30.0,16.0
pelotas,RS,2576,braganca paulista,SP,livros_tecnicos,350.0,2.0,16.0
sao jose da lapa,MG,2577,sao paulo,SP,instrumentos_musicais,573.0,11.0,17.0
capelinha,MG,2578,ibitinga,SP,relogios_presentes,350.0,13.0,13.0
mogi-guacu,SP,2579,sao paulo,SP,relogios_presentes,600.0,2.0,11.0
marituba,PA,2580,jambeiro,SP,informatica_acessorios,253.0,12.0,12.0
itapetinga,BA,2581,sao paulo,SP,utilidades_domesticas,5650.0,22.0,30.0
sao paulo,SP,2582,salto,SP,relogios_presentes,200.0,2.0,11.0
sao paulo,SP,2583,lagoa da prata,MG,beleza_saude,1200.0,13.0,20.0
sao paulo,SP,2584,curitiba,PR,papelaria,600.0,12.0,28.0
rio de janeiro,RJ,2585,sao leopoldo,RS,moveis_decoracao,800.0,14.0,13.0
